subject,day,trial,cat,x,y,xt,yt,resp,rt,fb,ns_left_digit,ns_right_digit,ns_left_size,ns_right_size,ns_congruent,ns_cue,ns_correct_side,ns_resp,ns_rt,ns_fb
8,22,0,A,30.52175207628945,58.467794413715964,1.5260876038144724,0.9184099670086421,A,2240.9244579976075,Correct,7,5,small,big,False,Size,right,left,4577.489916002378,Incorrect
8,22,1,A,21.225551512304303,37.73254452687263,1.0612775756152153,0.5927014234343639,A,2153.418417001376,Correct,8,6,small,big,False,Size,right,right,926.865417000954,Correct
8,22,2,A,19.627284715881153,33.70028623952949,0.9813642357940577,0.5293628583698953,A,1071.2957080031629,Correct,4,2,big,small,True,Value,left,left,234.01170799479587,Correct
8,22,3,B,52.95220637588801,25.94675849658547,2.6476103187944005,0.4075707293867073,B,910.6758749985602,Correct,8,6,small,big,False,Size,right,right,1152.3982090002391,Correct
8,22,4,B,43.229371379585814,17.01443403710018,2.1614685689792905,0.26726210487971025,B,793.1646249999176,Correct,2,6,big,small,False,Value,right,left,741.2643339994247,Incorrect
8,22,5,A,38.50067805864356,47.53919411925397,1.925033902932178,0.7467439150131367,A,806.3722920051077,Correct,5,4,big,small,True,Size,left,left,923.3196249988396,Correct
8,22,6,B,75.87561804875673,62.342538551776116,3.793780902437837,0.9792743056019916,B,2016.1124169972027,Correct,5,6,big,small,False,Value,right,right,1603.1631250007194,Correct
8,22,7,B,70.83883368137643,60.327365695279134,3.541941684068821,0.9476200443935691,B,865.8584999939194,Correct,4,2,small,big,False,Value,left,left,2279.250791994855,Correct
8,22,8,A,56.066370664297736,77.94159188669914,2.8033185332148864,1.2243036624017392,A,1431.2565000000177,Correct,5,4,small,big,False,Value,left,right,1946.7177499973332,Incorrect
8,22,9,A,39.70456447666057,59.382545937969354,1.9852282238330288,0.9327788503509147,A,1119.9199170005159,Correct,7,8,big,small,False,Size,left,left,895.8207089963253,Correct
8,22,10,B,66.47130810830623,41.86751331890204,3.3235654054153114,0.6576533613336772,B,948.7732920024428,Correct,4,5,small,big,True,Size,right,right,1565.9797080006683,Correct
8,22,11,B,75.31545462856184,48.156695250157945,3.765772731428092,0.7564436000952934,B,897.9187500008265,Correct,7,2,small,big,False,Value,left,left,1001.6355830011889,Correct
8,22,12,A,33.08913345975154,47.69503340513776,1.654456672987577,0.7491918327915029,A,3044.0589580030064,Correct,7,2,big,small,True,Size,left,left,978.361916000722,Correct
8,22,13,A,39.97133361686896,51.246863384877614,1.998566680843448,0.8049838476472563,A,1375.740040995879,Correct,6,5,small,big,False,Value,left,left,2303.9744159978,Correct
8,22,14,B,75.29214275142316,44.39212526896058,3.764607137571158,0.6973098731110218,B,974.9851670057978,Correct,6,3,small,big,False,Value,left,left,3657.8532080020523,Correct
8,22,15,B,32.09746528140933,14.917573392249121,1.6048732640704662,0.23432469489238206,B,2265.426124999067,Correct,8,3,small,big,False,Value,left,left,989.3626669945661,Correct
8,22,16,A,28.604329867732023,55.335767277469984,1.4302164933866013,0.8692121997982707,A,889.3735419987934,Correct,2,7,big,small,False,Value,right,right,1199.798458997975,Correct
8,22,17,B,68.07290246211444,49.030992649010635,3.403645123105722,0.7701770315217349,B,2082.129458001873,Correct,4,3,small,big,False,Value,left,left,1078.6994580048486,Correct
