subject,day,trial,cat,x,y,xt,yt,resp,rt,fb,resp_key
17,24,287,B,34.97543156294796,20.386750147853455,1.748771578147398,0.32023432247533523,B,704.9996919813566,Correct,d
17,24,288,B,81.75816471006581,66.6908765254575,4.08790823550329,1.0475778387692063,A,621.5332110004965,Incorrect,k
17,24,289,B,65.33752665835765,42.40705367603742,3.2668763329178825,0.666128441445136,B,1560.6645329971798,Correct,d
17,24,290,B,80.74117179695932,52.704721296558404,4.037058589847966,0.8278838261738269,B,1656.8118789873552,Correct,d
17,24,291,A,18.6131972710772,34.56622408369094,0.93065986355386,0.5429649782183102,A,866.9755090086255,Correct,k
17,24,292,A,38.89376641671326,54.047592338175704,1.9446883208356633,0.8489775951691438,B,1887.5196379958652,Incorrect,d
17,24,293,A,17.372058056941892,41.76460215341393,0.8686029028470946,0.6560368365263284,A,2669.8133640165906,Correct,k
17,24,294,B,88.7297628631596,62.135520236157745,4.43648814315798,0.9760224695044654,B,3580.4177149839234,Correct,d
17,24,295,B,62.17404521204355,52.12996493023426,3.1087022606021777,0.8188555742835876,A,2800.47638801625,Incorrect,k
17,24,296,A,54.8501297037894,69.79194964253738,2.74250648518947,1.096289381383521,A,2460.032080009114,Correct,k
17,24,297,B,83.17456900523337,57.2802526361866,4.158728450261668,0.899756104388056,B,952.5538790039718,Correct,d
17,24,298,A,59.120556697664995,73.23454341706821,2.95602783488325,1.1503655179403212,A,3901.8283740151674,Correct,k
17,24,299,B,75.76116747350292,59.62417925715653,3.7880583736751463,0.9365744176530195,A,1017.8740919800475,Incorrect,k
17,24,300,B,51.97190060094146,41.44577638820896,2.598595030047073,0.651028733117613,B,693.6833430081606,Correct,d
17,24,301,A,46.996388344036916,60.1893961191456,2.3498194172018456,0.945452823359569,B,683.6077680054586,Incorrect,d
17,24,302,B,52.40959150382353,22.834908150002015,2.6204795751911765,0.35868989844722016,B,623.1481459981296,Correct,d
17,24,303,B,54.911444138445376,43.9417644947867,2.745572206922269,0.6902356226129736,A,784.837349987356,Incorrect,k
