subject,day,trial,cat,x,y,xt,yt,resp,rt,fb,resp_key
18,23,82,B,38.83145511784324,29.502194847991408,1.941572755892162,0.4634193929961223,B,871.9884169986472,Correct,d
18,23,83,B,45.29169114709697,33.64787969556774,2.2645845573548486,0.528539658302344,A,4597.724166000262,Incorrect,k
18,23,84,B,52.39765312804966,34.69538364751654,2.619882656402483,0.5449938119025871,B,385.871959006181,Correct,d
18,23,85,B,41.50093162805962,15.959857443026156,2.075046581402981,0.25069685447675677,A,684.9297910084715,Incorrect,k
18,23,86,A,26.806578819901276,52.83787258342862,1.3403289409950638,0.8299753616970647,B,535.9526249958435,Incorrect,d
18,23,87,B,70.39809952346673,58.08335366162895,3.5199049761733363,0.9123711857961565,A,668.6980840022443,Incorrect,k
18,23,88,A,31.85826787052961,54.69610303955313,1.5929133935264803,0.8591643774452523,B,617.5149999908172,Incorrect,d
18,23,89,A,21.21989170637259,44.63138478903282,1.0609945853186296,0.7010681528638238,B,523.1449580023764,Incorrect,d
18,23,90,B,60.36106023127589,45.10249239886339,3.018053011563795,0.7084682938942937,B,554.2093750118511,Correct,d
18,23,91,B,45.05568729959187,15.494225364664608,2.2527843649795933,0.24338272289347482,B,424.43758399167564,Correct,d
18,23,92,B,78.65967649510762,56.15711774886003,3.932983824755381,0.8821139428329782,B,688.747209002031,Correct,d
18,23,93,A,67.16625556646011,89.83592090653389,3.3583127783230053,1.4111393457422028,B,442.6309999980731,Incorrect,d
18,23,94,B,68.73306804350582,56.115378411824594,3.436653402175291,0.881458302859997,A,339.32833300787024,Incorrect,k
18,23,95,B,87.22178231371072,62.32060375471583,4.361089115685536,0.9789297546154786,B,605.5964589904761,Correct,d
18,23,96,A,31.186965877844372,41.28691501813516,1.5593482938922187,0.6485333445517977,B,695.741542003816,Incorrect,d
18,23,97,A,59.121034751871036,81.2031559779806,2.956051737593552,1.2755361913436498,B,818.1342089956161,Incorrect,d
18,23,98,A,11.56496213873653,34.58164416011675,0.5782481069368265,0.5432071962123959,B,991.1399169941433,Incorrect,d
18,23,99,A,27.42404711415265,43.838248482245575,1.3712023557076325,0.6886095968903331,B,2922.617292002542,Incorrect,d
18,23,100,B,53.96779862700013,43.56675996359917,2.698389931350006,0.6843450652117653,A,521.1932499951217,Incorrect,k
18,23,101,B,61.85694283336625,40.734373127889036,3.0928471416683125,0.6398540368358084,A,832.3054169886746,Incorrect,k
18,23,102,A,26.097103803085776,42.593643170871225,1.3048551901542889,0.6690593823761706,B,556.8810840049991,Incorrect,d
18,23,103,A,12.070242146898842,33.2459797950453,0.6035121073449421,0.5222266294275452,A,814.0100830059964,Correct,k
18,23,104,B,57.773790129506246,41.516469706526216,2.888689506475312,0.6521391811650298,B,498.4392500045942,Correct,d
18,23,105,B,45.36917572665984,21.20827221208676,2.268458786332992,0.33313876088412153,A,441.94816700473893,Incorrect,k
18,23,106,A,23.757089085182795,53.166081379598786,1.1878544542591398,0.8351308534115232,B,480.16066699346993,Incorrect,d
18,23,107,A,43.93187667374234,53.99513584387436,2.196593833687117,0.8481536104834931,A,663.5995830001775,Correct,k
18,23,108,A,48.79143155935414,56.571077631950715,2.4395715779677065,0.888616409470971,A,556.9642920017941,Correct,k
18,23,109,B,45.185635541471896,32.202941108294254,2.259281777073595,0.5058426160490099,A,1395.4405419935938,Incorrect,k
