,subject,day,level_2,p,nll,bic,model
0,1,1,0,52.02608841359867,308.1060107739894,622.6497731977151,nll_unix_0
1,1,1,1,38.74424821235415,308.1060107739894,622.6497731977151,nll_unix_0
2,1,1,0,48.49032947471662,173.28343777673302,353.00462720320246,nll_unix_1
3,1,1,1,33.352268944415215,173.28343777673302,353.00462720320246,nll_unix_1
4,1,1,0,51.80928096697236,198.19678264368594,402.8313169371083,nll_uniy_0
5,1,1,1,38.73564493803189,198.19678264368594,402.8313169371083,nll_uniy_0
6,1,1,0,47.88911217556729,289.5040767135837,585.4459050769037,nll_uniy_1
7,1,1,1,38.74485468992273,289.5040767135837,585.4459050769037,nll_uniy_1
8,1,1,0,-0.8158242176007988,135.62984698697426,280.9163214485531,nll_glc_0
9,1,1,1,11.005543230366362,135.62984698697426,280.9163214485531,nll_glc_0
10,1,1,2,18.96692569893096,135.62984698697426,280.9163214485531,nll_glc_0
11,1,1,0,0.9999999146772696,173.31563294084359,356.28789335629176,nll_glc_1
12,1,1,1,-48.4927380701174,173.31563294084359,356.28789335629176,nll_glc_1
13,1,1,2,33.76450716926943,173.31563294084359,356.28789335629176,nll_glc_1
14,1,2,0,51.18991529091901,321.6020024005703,649.641756450877,nll_unix_0
15,1,2,1,38.84849154961698,321.6020024005703,649.641756450877,nll_unix_0
16,1,2,0,50.90401226096577,162.40109307867183,331.2399378070801,nll_unix_1
17,1,2,1,29.471133092703468,162.40109307867183,331.2399378070801,nll_unix_1
18,1,2,0,49.67883179664596,190.87993992244085,388.1976314946181,nll_uniy_0
19,1,2,1,38.84667998517598,190.87993992244085,388.1976314946181,nll_uniy_0
20,1,2,0,49.11309180969691,293.7422946596811,593.9223409690985,nll_uniy_1
21,1,2,1,38.84983614438143,293.7422946596811,593.9223409690985,nll_uniy_1
22,1,2,0,-0.7937115668174668,104.90341995498171,219.46346738456802,nll_glc_0
23,1,2,1,10.483115989107551,104.90341995498171,219.46346738456802,nll_glc_0
24,1,2,2,14.69465938174524,104.90341995498171,219.46346738456802,nll_glc_0
25,1,2,0,0.999999995869316,162.4092204102393,334.4750682950832,nll_glc_1
26,1,2,1,-50.79351111171538,162.4092204102393,334.4750682950832,nll_glc_1
27,1,2,2,29.440670897000743,162.4092204102393,334.4750682950832,nll_glc_1
28,1,3,0,44.96839955135016,293.7628145217376,593.9633806932115,nll_unix_0
29,1,3,1,38.10142185400805,293.7628145217376,593.9633806932115,nll_unix_0
30,1,3,0,52.49133215649765,189.82845266011162,386.09465696995966,nll_unix_1
31,1,3,1,38.08255899218639,189.82845266011162,386.09465696995966,nll_unix_1
32,1,3,0,48.26899009941852,204.2992939918871,415.03633963351064,nll_uniy_0
33,1,3,1,38.106929860511805,204.2992939918871,415.03633963351064,nll_uniy_0
34,1,3,0,55.71608397532426,284.98797040717574,576.4136924640878,nll_uniy_1
35,1,3,1,38.10611362178152,284.98797040717574,576.4136924640878,nll_uniy_1
36,1,3,0,-0.7826267381988447,164.62860361333432,338.91383470127323,nll_glc_0
37,1,3,1,8.895456245828964,164.62860361333432,338.91383470127323,nll_glc_0
38,1,3,2,26.96224623111233,164.62860361333432,338.91383470127323,nll_glc_0
39,1,3,0,0.9999999804331561,189.82920374812073,389.31503497084606,nll_glc_1
40,1,3,1,-53.26474948930612,189.82920374812073,389.31503497084606,nll_glc_1
41,1,3,2,38.08389560895003,189.82920374812073,389.31503497084606,nll_glc_1
42,1,4,0,49.79539318970729,308.895417439114,624.2285865279644,nll_unix_0
43,1,4,1,39.663673760472534,308.895417439114,624.2285865279644,nll_unix_0
44,1,4,0,50.787255747577184,174.1035683794234,354.6448884085832,nll_unix_1
45,1,4,1,35.65220365973634,174.1035683794234,354.6448884085832,nll_unix_1
46,1,4,0,47.87983967823462,223.95245051476917,454.34265267927475,nll_uniy_0
47,1,4,1,39.66246820267695,223.95245051476917,454.34265267927475,nll_uniy_0
48,1,4,0,48.30724901162916,251.50694806552448,509.4516477807854,nll_uniy_1
49,1,4,1,39.66249717205704,251.50694806552448,509.4516477807854,nll_uniy_1
50,1,4,0,-0.8920943300728107,162.76174830017686,335.1801240749583,nll_glc_0
51,1,4,1,23.61019561313876,162.76174830017686,335.1801240749583,nll_glc_0
52,1,4,2,26.18501442685923,162.76174830017686,335.1801240749583,nll_glc_0
53,1,4,0,0.9999998192942283,174.1366462803781,357.9299200353608,nll_glc_1
54,1,4,1,-50.61620726359939,174.1366462803781,357.9299200353608,nll_glc_1
55,1,4,2,35.09307959717242,174.1366462803781,357.9299200353608,nll_glc_1
56,1,5,0,48.669537708382286,283.16982532766025,572.7774023050569,nll_unix_0
57,1,5,1,39.40811941007696,283.16982532766025,572.7774023050569,nll_unix_0
58,1,5,0,47.49092217466389,190.8275083465362,388.0927683428088,nll_unix_1
59,1,5,1,39.40639851101771,190.8275083465362,388.0927683428088,nll_unix_1
60,1,5,0,48.03851546929058,198.01763430026728,402.47302025027096,nll_uniy_0
61,1,5,1,39.385423735904595,198.01763430026728,402.47302025027096,nll_uniy_0
62,1,5,0,46.57345781176922,292.35159247133754,591.1409365924114,nll_uniy_1
63,1,5,1,39.416215873176085,292.35159247133754,591.1409365924114,nll_uniy_1
64,1,5,0,-0.7787625911998338,158.91321054158917,327.4830485577829,nll_glc_0
65,1,5,1,7.230015653264647,158.91321054158917,327.4830485577829,nll_glc_0
66,1,5,2,23.83234886411493,158.91321054158917,327.4830485577829,nll_glc_0
67,1,5,0,0.9999999592642255,190.89182068311425,391.4402688408331,nll_glc_1
68,1,5,1,-47.34808879596023,190.89182068311425,391.4402688408331,nll_glc_1
69,1,5,2,39.173266036877166,190.89182068311425,391.4402688408331,nll_glc_1
70,1,6,0,53.25964882109779,275.67070168035696,557.7791550104503,nll_unix_0
71,1,6,1,39.48620122560139,275.67070168035696,557.7791550104503,nll_unix_0
72,1,6,0,47.76150465227453,200.36507826271134,407.1679081751591,nll_unix_1
73,1,6,1,39.48890052412237,200.36507826271134,407.1679081751591,nll_unix_1
74,1,6,0,52.63194885050806,205.28374119670383,417.00523404314407,nll_uniy_0
75,1,6,1,39.4853161402707,205.28374119670383,417.00523404314407,nll_uniy_0
76,1,6,0,46.60590136136776,270.9012601778702,548.2402720054768,nll_uniy_1
77,1,6,1,39.47166836251061,270.9012601778702,548.2402720054768,nll_uniy_1
78,1,6,0,-0.7327212061422133,178.7394771998834,367.1355818743714,nll_glc_0
79,1,6,1,0.7245853820352431,178.7394771998834,367.1355818743714,nll_glc_0
80,1,6,2,31.950556862307586,178.7394771998834,367.1355818743714,nll_glc_0
81,1,6,0,0.9999979777620833,200.48052131837363,410.61767011135186,nll_glc_1
82,1,6,1,-48.07646857665388,200.48052131837363,410.61767011135186,nll_glc_1
83,1,6,2,39.47911593475493,200.48052131837363,410.61767011135186,nll_glc_1
84,1,7,0,48.07080350042109,270.53951726467506,547.5167861790865,nll_unix_0
85,1,7,1,39.665046769336556,270.53951726467506,547.5167861790865,nll_unix_0
86,1,7,0,51.175486787378254,204.25349223627836,414.94473612229314,nll_unix_1
87,1,7,1,39.657153830455094,204.25349223627836,414.94473612229314,nll_unix_1
88,1,7,0,48.79194090467965,189.00215963913385,384.4420709280041,nll_uniy_0
89,1,7,1,39.636018146383904,189.00215963913385,384.4420709280041,nll_uniy_0
90,1,7,0,51.12041312803098,299.8673225011928,606.172396652122,nll_uniy_1
91,1,7,1,39.665437505710656,299.8673225011928,606.172396652122,nll_uniy_1
92,1,7,0,-0.6714659295576371,164.3060949362373,338.26881734707916,nll_glc_0
93,1,7,1,-2.6042722113360135,164.3060949362373,338.26881734707916,nll_glc_0
94,1,7,2,26.586420082407834,164.3060949362373,338.26881734707916,nll_glc_0
95,1,7,0,0.9999998506384564,204.29028801862856,418.2372035118617,nll_glc_1
96,1,7,1,-50.9341087248547,204.29028801862856,418.2372035118617,nll_glc_1
97,1,7,2,39.66219839356302,204.29028801862856,418.2372035118617,nll_glc_1
98,1,8,0,60.122076638645126,258.20801220717465,522.8537760640857,nll_unix_0
99,1,8,1,39.12124977953529,258.20801220717465,522.8537760640857,nll_unix_0
100,1,8,0,38.52570306156072,203.56806458375968,413.57388081725577,nll_unix_1
101,1,8,1,39.130204448323,203.56806458375968,413.57388081725577,nll_unix_1
102,1,8,0,59.322993128963354,159.82037170252084,326.0784950547781,nll_uniy_0
103,1,8,1,32.20228391287629,159.82037170252084,326.0784950547781,nll_uniy_0
104,1,8,0,40.14197481048175,315.25895253581984,636.955656721376,nll_uniy_1
105,1,8,1,39.13083639382979,315.25895253581984,636.955656721376,nll_uniy_1
106,1,8,0,-0.5492560314945114,133.3922005357858,276.4410285461762,nll_glc_0
107,1,8,1,-21.689310279866213,133.3922005357858,276.4410285461762,nll_glc_0
108,1,8,2,19.90471359384635,133.3922005357858,276.4410285461762,nll_glc_0
109,1,8,0,0.9999999961513917,203.62193993693194,416.90050734846847,nll_glc_1
110,1,8,1,-38.224388734354015,203.62193993693194,416.90050734846847,nll_glc_1
111,1,8,2,39.06852840111237,203.62193993693194,416.90050734846847,nll_glc_1
112,1,9,0,57.157855937799475,284.02136292872126,574.4804775071789,nll_unix_0
113,1,9,1,38.86812563037831,284.02136292872126,574.4804775071789,nll_unix_0
114,1,9,0,41.49743970480962,187.2840264552746,381.00580456028564,nll_unix_1
115,1,9,1,38.86892199630764,187.2840264552746,381.00580456028564,nll_unix_1
116,1,9,0,61.54339643056015,180.3558567294852,367.1494651087068,nll_uniy_0
117,1,9,1,38.78534990514062,180.3558567294852,367.1494651087068,nll_uniy_0
118,1,9,0,45.33266438508526,298.49132144084575,603.4203945314279,nll_uniy_1
119,1,9,1,38.85331463108675,298.49132144084575,603.4203945314279,nll_uniy_1
120,1,9,0,-0.6973156679334246,146.11559366434778,301.88781480330016,nll_glc_0
121,1,9,1,-9.156739540743608,146.11559366434778,301.88781480330016,nll_glc_0
122,1,9,2,22.65562448583732,146.11559366434778,301.88781480330016,nll_glc_0
123,1,9,0,0.9999998649682529,187.32064170236873,384.29791087934206,nll_glc_1
124,1,9,1,-41.267104257674276,187.32064170236873,384.29791087934206,nll_glc_1
125,1,9,2,38.85949772077264,187.32064170236873,384.29791087934206,nll_glc_1
126,1,10,0,51.70139339545423,278.0969882595091,562.6317281687545,nll_unix_0
127,1,10,1,38.76720264732883,278.0969882595091,562.6317281687545,nll_unix_0
128,1,10,0,48.53471232269491,201.35008379595592,409.13791924164826,nll_unix_1
129,1,10,1,38.74645110611014,201.35008379595592,409.13791924164826,nll_unix_1
130,1,10,0,53.27549182623691,166.41838108289318,339.27451381552277,nll_uniy_0
131,1,10,1,32.429532365002146,166.41838108289318,339.27451381552277,nll_uniy_0
132,1,10,0,50.162381225539534,322.9657397747716,652.3692311992795,nll_uniy_1
133,1,10,1,38.76457429159876,322.9657397747716,652.3692311992795,nll_uniy_1
134,1,10,0,-0.5869164878290449,131.37233036386712,272.40128820233883,nll_glc_0
135,1,10,1,-13.170322005100635,131.37233036386712,272.40128820233883,nll_glc_0
136,1,10,2,18.862289077272898,131.37233036386712,272.40128820233883,nll_glc_0
137,1,10,0,0.9999998872915585,201.3967653072907,412.450158089186,nll_glc_1
138,1,10,1,-48.68946708936822,201.3967653072907,412.450158089186,nll_glc_1
139,1,10,2,38.74976888217067,201.3967653072907,412.450158089186,nll_glc_1
140,1,11,0,43.90036620737766,288.72859777659755,583.8949472029315,nll_unix_0
141,1,11,1,39.22058740209647,288.72859777659755,583.8949472029315,nll_unix_0
142,1,11,0,54.3473046711349,193.2945169097497,393.0267854692358,nll_unix_1
143,1,11,1,39.21511767306846,193.2945169097497,393.0267854692358,nll_unix_1
144,1,11,0,44.734195216712045,169.02262830546238,344.48300826066117,nll_uniy_0
145,1,11,1,32.02828470239105,169.02262830546238,344.48300826066117,nll_uniy_0
146,1,11,0,54.16941959932316,308.8006546421965,624.0390609341293,nll_uniy_1
147,1,11,1,39.218090797135766,308.8006546421965,624.0390609341293,nll_uniy_1
148,1,11,0,-0.5844990040523637,123.62754258232258,256.91171263924974,nll_glc_0
149,1,11,1,-8.339114285935466,123.62754258232258,256.91171263924974,nll_glc_0
150,1,11,2,16.698118252019537,123.62754258232258,256.91171263924974,nll_glc_0
151,1,11,0,0.9999999881591661,193.30822419519257,396.2730758649897,nll_glc_1
152,1,11,1,-54.42505326146784,193.30822419519257,396.2730758649897,nll_glc_1
153,1,11,2,39.2170112565731,193.30822419519257,396.2730758649897,nll_glc_1
154,1,12,0,39.65703442404676,263.0269040978568,532.49155984545,nll_unix_0
155,1,12,1,39.41621409985565,263.0269040978568,532.49155984545,nll_unix_0
156,1,12,0,56.54197231314808,210.6613671442811,427.7604859382986,nll_unix_1
157,1,12,1,39.42250825137644,210.6613671442811,427.7604859382986,nll_unix_1
158,1,12,0,40.71507202985585,187.6485093955541,381.7347704408446,nll_uniy_0
159,1,12,1,39.41509434257687,187.6485093955541,381.7347704408446,nll_uniy_0
160,1,12,0,58.08542115064965,288.7823768166521,584.0025052830406,nll_uniy_1
161,1,12,1,39.420991260230096,288.7823768166521,584.0025052830406,nll_uniy_1
162,1,12,0,-0.5845878569012213,170.6224410430499,350.90150956070437,nll_glc_0
163,1,12,1,-5.497297902123431,170.6224410430499,350.90150956070437,nll_glc_0
164,1,12,2,30.274931696221554,170.6224410430499,350.90150956070437,nll_glc_0
165,1,12,0,0.9999999002909095,210.70518118685303,431.06698984831064,nll_glc_1
166,1,12,1,-56.4179378888317,210.70518118685303,431.06698984831064,nll_glc_1
167,1,12,2,39.41133662257704,210.70518118685303,431.06698984831064,nll_glc_1
168,1,13,0,54.92451627876339,276.2069282541363,558.851608158009,nll_unix_0
169,1,13,1,38.35483289077156,276.2069282541363,558.851608158009,nll_unix_0
170,1,13,0,44.97086296570253,210.32823545305092,427.09422255583826,nll_unix_1
171,1,13,1,38.32478377103976,210.32823545305092,427.09422255583826,nll_unix_1
172,1,13,0,56.95489626430788,196.10090559526512,398.63956284026665,nll_uniy_0
173,1,13,1,38.34620105729735,196.10090559526512,398.63956284026665,nll_uniy_0
174,1,13,0,46.50289807750103,279.7654751338701,565.9687019174766,nll_uniy_1
175,1,13,1,38.34768071106924,279.7654751338701,565.9687019174766,nll_uniy_1
176,1,13,0,-0.5977447872147534,177.61565747483905,364.8879424242827,nll_glc_0
177,1,13,1,-16.136170202226435,177.61565747483905,364.8879424242827,nll_glc_0
178,1,13,2,33.413592492516436,177.61565747483905,364.8879424242827,nll_glc_0
179,1,13,0,0.9999994992787786,210.36358473572434,430.3837969460533,nll_glc_1
180,1,13,1,-45.091144889537645,210.36358473572434,430.3837969460533,nll_glc_1
181,1,13,2,38.35070161464077,210.36358473572434,430.3837969460533,nll_glc_1
182,1,14,0,48.11531352388534,269.51469221810567,545.4671360859477,nll_unix_0
183,1,14,1,39.53394033786303,269.51469221810567,545.4671360859477,nll_unix_0
184,1,14,0,52.759386296316016,205.11673638817675,416.6712244260899,nll_unix_1
185,1,14,1,39.50675365401527,205.11673638817675,416.6712244260899,nll_unix_1
186,1,14,0,46.81029958272545,183.2089083777738,372.85556840528403,nll_uniy_0
187,1,14,1,39.42401546052432,183.2089083777738,372.85556840528403,nll_uniy_0
188,1,14,0,51.60869182052916,295.95159709695406,598.3409458436445,nll_uniy_1
189,1,14,1,39.53429065036454,295.95159709695406,598.3409458436445,nll_uniy_1
190,1,14,0,-0.5950936737293693,164.44130419244908,338.53923585950275,nll_glc_0
191,1,14,1,-7.973415645163763,164.44130419244908,338.53923585950275,nll_glc_0
192,1,14,2,27.012505485485725,164.44130419244908,338.53923585950275,nll_glc_0
193,1,14,0,0.9999993761215826,205.1787318649844,420.0140912045734,nll_glc_1
194,1,14,1,-52.91690088659348,205.1787318649844,420.0140912045734,nll_glc_1
