subject,day,trial,cat,x,y,xt,yt,resp,rt,fb,ns_left_digit,ns_right_digit,ns_left_size,ns_right_size,ns_congruent,ns_cue,ns_correct_side,ns_resp,ns_rt,ns_fb
1,22,0,A,30.54836202539635,61.815456787248785,1.5274181012698176,0.9709949246055903,A,2066.8573000002652,Correct,6,4,small,big,False,Size,right,right,757.4703000718728,Correct
1,22,1,A,38.55193815274842,55.92774410604587,1.927596907637421,0.8785109500770178,A,1025.2987999701872,Correct,4,8,big,small,False,Value,right,right,476.4736999059096,Correct
1,22,2,B,77.07501278807568,60.655834914825476,3.8537506394037844,0.952779626828855,A,1315.7458000350744,Incorrect,6,4,small,big,False,Size,right,right,1283.9912000345066,Correct
1,22,3,B,65.27729249917788,36.208029489484055,3.2638646249588934,0.5687543972256285,B,1536.371499998495,Correct,7,4,small,big,False,Size,right,right,653.6407999228686,Correct
1,22,4,B,76.37781929399976,59.943351467465085,3.8188909646999885,0.9415879630086963,A,1282.1765000699088,Incorrect,7,4,big,small,True,Size,left,left,1374.5314000407234,Correct
1,22,5,B,80.20547640610614,60.79554920660783,4.010273820305307,0.9549742537921797,B,1556.3323000678793,Correct,3,4,big,small,False,Size,left,left,811.3181000808254,Correct
1,22,6,A,57.89468733037562,78.18646330500519,2.8947343665187812,1.2281500936458614,A,826.8771000439301,Correct,6,4,small,big,False,Size,right,right,728.9527000393718,Correct
1,22,7,B,78.207968947955,57.461889864065924,3.9103984473977498,0.9026092552916765,B,1275.031599914655,Correct,3,4,big,small,False,Value,right,right,1030.6524999905378,Correct
1,22,8,B,59.62094018080518,34.9290940538503,2.981047009040259,0.5486649263806151,B,1595.1523000840098,Correct,6,7,big,small,False,Size,left,left,944.4210000801831,Correct
1,22,9,A,20.874852430438605,47.563682514539664,1.0437426215219303,0.7471285778267756,A,1765.105800004676,Correct,3,7,big,small,False,Size,left,left,555.0684999907389,Correct
1,22,10,A,53.62791517925762,73.6635009476056,2.6813957589628807,1.1571035670735128,A,1161.0611999640241,Correct,3,8,big,small,False,Size,left,left,525.988900102675,Correct
1,22,11,A,60.504181170255194,72.83327837346276,3.02520905851276,1.1440624613746548,A,852.398700080812,Correct,6,5,small,big,False,Value,left,left,1140.418899944052,Correct
