subject,day,trial,cat,x,y,xt,yt,resp,rt,fb
1,20,0,B,31.119311711573737,11.134178358557492,1.555965585578687,0.1748952646750134,A,521.8861000030302,Incorrect
1,20,1,B,74.55394673186181,61.609793679378896,3.7276973365930903,0.9677643760615982,A,478.8134999689646,Incorrect
1,20,2,A,35.064822443887785,50.902421954603085,1.753241122194389,0.7995733743125442,B,724.2017000098713,Incorrect
1,20,3,B,62.09403860027317,35.513869729341046,3.104701930013659,0.5578505612112138,B,1031.041499983985,Correct
1,20,4,B,76.89903509573033,45.05462474556062,3.844951754786516,0.7077163905544908,B,699.8791000223719,Correct
1,20,5,B,63.63027813755451,32.629096886132245,3.1815139068777256,0.5125366553537133,B,477.1818000008352,Correct
1,20,6,A,17.362248416492008,46.02395439832107,0.8681124208246004,0.7229425851345854,A,629.2776000336744,Correct
1,20,7,A,24.033291821376594,51.44535656218685,1.2016645910688297,0.8081017711853684,A,420.2971999766305,Correct
1,20,8,A,25.469152691481774,37.33577360612934,1.273457634574089,0.5864689603855381,A,424.2711000260897,Correct
1,20,9,A,51.02980145029916,65.49011597196876,2.551490072514958,1.0287163361014031,A,510.6810000143014,Correct
1,20,10,A,35.29033782882474,53.927720104915416,1.7645168914412368,0.8470946465322442,B,739.0896000433713,Incorrect
1,20,11,A,23.048452852328886,47.1202997788045,1.1524226426164443,0.740163938100205,A,854.0741999750026,Correct
1,20,12,A,54.410637897593936,77.44630878261506,2.720531894879697,1.2165237735955508,A,790.8198999939486,Correct
1,20,13,B,38.49057190727666,28.113708832545477,1.924528595363833,0.4416091056674367,B,687.9033000441268,Correct
1,20,14,A,44.812662949274554,69.32708778560084,2.2406331474637278,1.0889873484100914,A,532.8252000035718,Correct
1,20,15,A,45.123850605311134,76.50743519323223,2.2561925302655568,1.2017759817402776,A,493.08990000281483,Correct
1,20,16,A,31.91740954814855,47.97712954963764,1.5958704774074275,0.753622988667337,B,763.6470000143163,Incorrect
1,20,17,B,44.96700618821208,22.198086572698035,2.248350309410604,0.3486867285026919,B,2040.986099978909,Correct
1,20,18,B,39.08503719381145,23.00006204272713,1.9542518596905725,0.3612841297277051,B,524.778500024695,Correct
1,20,19,A,18.834987849856862,49.539316388909754,0.9417493924928431,0.7781617621562966,A,863.3861999842338,Correct
1,20,20,B,66.30043076397479,48.86398486442043,3.315021538198739,0.7675536793759303,B,725.068999978248,Correct
1,20,21,A,22.437683440679542,43.19046323362106,1.121884172033977,0.6784342099994198,A,1855.4288999876007,Correct
1,20,22,B,80.01429855638214,60.79988598377704,4.000714927819107,0.9550423757286549,B,1157.6069999719039,Correct
1,20,23,B,59.627145644795156,37.76441687289494,2.981357282239758,0.593202073074946,B,684.0199999860488,Correct
1,20,24,A,38.7147745218195,61.92198039917635,1.9357387260909749,0.9726681935889179,A,614.69809996197,Correct
1,20,25,A,38.05270188375907,58.814589902634125,1.9026350941879537,0.923857417810059,A,2136.279300029855,Correct
1,20,26,B,70.5354228602466,57.26550290189646,3.52677114301233,0.8995244161036146,B,630.9719000128098,Correct
1,20,27,B,44.398320742812075,23.651914618432723,2.219916037140604,0.3715234060430063,B,1103.3006999641657,Correct
1,20,28,A,65.16619040939966,82.89551325297457,3.258309520469983,1.3021196772555013,A,437.9466000245884,Correct
1,20,29,A,69.3414145721603,86.41376674102553,3.4670707286080154,1.3573842738131388,A,697.5682000047527,Correct
1,20,30,B,47.164249725102124,23.112837840454244,2.3582124862551064,0.3630556078159161,B,464.5301999989897,Correct
1,20,31,B,37.43181915680401,20.04645162913474,1.8715909578402006,0.31488892584316425,B,1038.49970002193,Correct
1,20,32,A,27.624141540270685,51.89103023802772,1.381207077013534,0.8151023969149684,A,472.75790001731366,Correct
1,20,33,A,40.28460711185198,64.85062464755319,2.0142303555925993,1.0186712298673113,A,474.0147999837063,Correct
1,20,34,B,55.88404657977658,34.63492750157786,2.794202328988829,0.5440441689828606,B,552.4420000147074,Correct
1,20,35,A,35.3356605308191,50.18366369627675,1.766783026540955,0.7882831459922193,A,5036.156499991193,Correct
1,20,36,B,64.2329871704702,37.5598514262176,3.21164935852351,0.5899887665526466,B,904.4990999973379,Correct
1,20,37,A,67.27799292692136,83.59227078097555,3.3638996463460678,1.3130643189120075,A,1429.1663999902084,Correct
1,20,38,B,52.00651397322425,25.6750788950758,2.6003256986612127,0.4033031961855424,A,1991.9400999788195,Incorrect
1,20,39,B,79.42335457339442,63.702665990237044,3.971167728669721,1.0006391374450654,A,1391.6986000258476,Incorrect
1,20,40,B,67.34526169504143,34.93320886440962,3.3672630847520715,0.5487295616737355,B,1753.2443999662064,Correct
1,20,41,A,26.61905062833305,45.55668675846875,1.3309525314166524,0.7156027622114842,A,733.9344999636523,Correct
1,20,42,B,48.58375050113159,34.97709550485595,2.4291875250565793,0.5494189314098202,B,3859.033700020518,Correct
1,20,43,A,64.60223123190161,82.86333402697512,3.2301115615950806,1.301614207155511,A,1094.642499985639,Correct
1,20,44,B,68.07341455319423,57.92533897888266,3.403670727659711,0.9098890969637812,A,1134.9488000269048,Incorrect
1,20,45,B,33.61980922436085,15.040705791374823,1.6809904612180424,0.23625885409494302,B,914.9084000382572,Correct
1,20,46,A,24.533291336798207,43.02169808658548,1.2266645668399105,0.6757832532688751,A,667.332399985753,Correct
1,20,47,A,33.55638864144416,65.5510007475181,1.677819432072208,1.0296727119193094,A,703.5972999874502,Correct
1,20,48,A,57.674742660364956,73.25090307847483,2.8837371330182475,1.1506224949007726,A,408.88250002171844,Correct
