subject,day,trial,cat,x,y,xt,yt,resp,rt,fb
16,6,0,B,33.78487483150042,11.447584124431721,1.6892437415750208,0.17981823093332922,B,2110.0142499926733,Correct
16,6,1,B,45.68994191829276,20.907082889198513,2.284497095914638,0.3284076900634946,B,1163.2502489956096,Correct
16,6,2,A,52.153109656427944,61.32704848859396,2.6076554828213974,0.963323024990559,A,767.856207996374,Correct
16,6,3,A,53.76842887805843,63.59804771100339,2.6884214439029215,0.9989957973577069,A,580.3110420092707,Correct
16,6,4,B,45.588628287439654,26.01755199472788,2.2794314143719827,0.40868275105513785,B,1507.6767499995185,Correct
16,6,5,A,56.15893948473343,82.54843487610677,2.8079469742366716,1.2966677828605622,A,612.1931250090711,Correct
16,6,6,A,28.550409168547503,59.99862854552567,1.427520458427375,0.9424562533204315,A,531.6066249943106,Correct
16,6,7,A,25.967385610360665,42.985708907354024,1.2983692805180334,0.6752179365634636,A,680.3563330031466,Correct
16,6,8,B,51.425953334405776,22.635384706365805,2.571297666720289,0.3555557915234878,B,707.6604579924606,Correct
16,6,9,A,42.67519427307779,52.277476455597366,2.1337597136538897,0.8211726799055904,A,551.799791996018,Correct
16,6,10,B,72.15114915508725,59.98524304591001,3.6075574577543623,0.9422459943841456,A,1479.9604580039158,Incorrect
16,6,11,B,50.41673106913852,41.744670432596095,2.5208365534569257,0.6557237497878547,A,3525.565957999788,Incorrect
16,6,12,B,38.221283136539085,29.25928874385439,1.9110641568269542,0.4596038328347774,B,710.8109580003656,Correct
16,6,13,A,58.62323286177306,76.87440897124802,2.9311616430886533,1.2075403923656503,A,543.1588330102386,Correct
16,6,14,B,67.56757724840259,49.14503931600758,3.378378862420129,0.7719684723777547,B,1206.1943330045324,Correct
16,6,15,A,52.61697211838717,59.49318839381105,2.630848605919358,0.9345168179831518,B,2575.293123998563,Incorrect
16,6,16,A,67.21046046878207,82.32475769910448,3.3605230234391037,1.293154269980332,A,596.282540995162,Correct
16,6,17,A,34.34238053423781,44.87650656365287,1.7171190267118905,0.7049185166957298,A,442.1658750070492,Correct
16,6,18,A,61.14325028481972,82.0893611666679,3.057162514240986,1.2894566698954155,A,494.23170801310334,Correct
16,6,19,A,52.441639008526685,69.37942966719774,2.622081950426334,1.0898095327635906,A,592.2149580001133,Correct
16,6,20,B,68.3983571060171,55.387636307783666,3.419917855300855,0.8700269566211823,B,1359.2792080016807,Correct
16,6,21,A,49.454652232917184,72.58214277994172,2.472732611645859,1.1401176326963518,A,611.6085420071613,Correct
16,6,22,B,62.409729202756886,29.325566393192343,3.1204864601378444,0.4606449197160639,B,762.1917910000775,Correct
16,6,23,A,66.33333420410443,77.95116311382519,3.3166667102052214,1.2244540068858645,A,668.5321239929181,Correct
16,6,24,B,68.83417301783338,55.03167581700743,3.441708650891669,0.8644355423072281,B,1228.1939169915859,Correct
16,6,25,B,73.56072969152594,51.56965564222759,3.6780364845762965,0.810054256568888,B,683.9202910050517,Correct
16,6,26,B,37.18565205588231,12.69066604465748,1.8592826027941154,0.1993445160752869,B,897.9574580007466,Correct
16,6,27,A,24.763996841551325,55.26859624004769,1.2381998420775662,0.8681570796097715,A,1321.4490829996066,Correct
16,6,28,B,71.71428090330083,53.73628341050781,3.5857140451650418,0.8440875659683521,B,1830.05029099877,Correct
16,6,29,B,45.12827390098843,28.77266027818779,2.256413695049422,0.451959890770948,B,1054.2784160061274,Correct
16,6,30,B,85.72311413796305,68.44896046879154,4.286155706898153,1.0751937567730685,B,575.3736670012586,Correct
16,6,31,A,47.819507792506,56.276070276788104,2.3909753896253,0.8839824447723021,A,835.9928330028197,Correct
16,6,32,B,43.15980212507836,15.49939740085599,2.157990106253918,0.24346396504798953,B,667.910167001537,Correct
16,6,33,B,79.1815485753251,54.167564811327765,3.959077428766255,0.8508621183705815,B,746.8289999960689,Correct
16,6,34,A,39.282739343969595,60.23226682827655,1.9641369671984796,0.946126234883869,A,1203.593373997137,Correct
16,6,35,A,51.8435058960465,79.48066819796254,2.592175294802325,1.2484794165656352,A,691.7477079987293,Correct
16,6,36,A,24.64472183797727,53.64313739722685,1.2322360918988635,0.8426244318131789,A,726.5520410001045,Correct
16,6,37,A,32.91564964951835,51.51073191590906,1.6457824824759175,0.809128684840266,A,734.0317080088425,Correct
16,6,38,B,57.44666334061693,38.357580335735456,2.8723331670308467,0.6025194629611341,B,3299.1154170013033,Correct
16,6,39,B,46.644685771075615,36.199497709807574,2.3322342885537806,0.5686203803438602,B,1925.3239169920562,Correct
16,6,40,A,43.906128480739625,56.49586403086078,2.195306424036981,0.8874349569878002,A,2208.7405000056606,Correct
16,6,41,B,59.53163916031133,33.940080832523684,2.9765819580155664,0.5331295430285008,B,3871.5552920039045,Correct
16,6,42,B,65.54854089101585,38.63346015568344,3.2774270445507923,0.6068529730392453,B,778.0660829885164,Correct
16,6,43,B,47.081975669562404,26.4069794988676,2.35409878347812,0.4147998639856937,B,1216.4999579981668,Correct
16,6,44,B,77.24115040297099,62.78738665089319,3.8620575201485496,0.9862619632027395,A,854.5252500043716,Incorrect
16,6,45,B,34.491200331266526,15.773830343407134,1.7245600165633264,0.2477747476290981,A,1773.9807079924503,Incorrect
16,6,46,A,33.56821086195231,50.28797309619271,1.6784105430976155,0.7899216342146009,A,726.610083002015,Correct
16,6,47,A,26.260765463025827,49.86322744517277,1.3130382731512913,0.7832497451301587,A,628.2482079986949,Correct
16,6,48,A,35.38061193614489,64.00139727980073,1.7690305968072442,1.0053315975685186,A,632.2299989988096,Correct
