subject,day,trial,cat,x,y,xt,yt,resp,rt,fb,ns_left_digit,ns_right_digit,ns_left_size,ns_right_size,ns_congruent,ns_cue,ns_correct_side,ns_resp,ns_rt,ns_fb
19,22,0,A,21.686947433122867,40.09856471054342,1.0843473716561434,0.6298667815706908,A,1637.1609999914654,Correct,4,8,big,small,False,Size,left,right,2889.1681999957655,Incorrect
19,22,1,A,40.28472446770422,73.19160209840548,2.014236223385211,1.1496909972840899,A,1114.5852000045124,Correct,6,3,small,big,False,Value,left,left,927.0040999981575,Correct
19,22,2,A,56.11215255911748,68.76983558606122,2.805607627955874,1.0802340513287394,A,1686.2154999980703,Correct,2,3,big,small,False,Value,right,right,930.7910000061383,Correct
19,22,3,B,71.6635870330201,59.17064133480757,3.583179351651005,0.9294502606281401,B,1109.3121000012616,Correct,7,2,small,big,False,Value,left,left,438.16079999669455,Correct
19,22,4,A,49.204426315651304,68.9935163834424,2.460221315782565,1.0837476210777484,A,832.7556000003824,Correct,5,8,big,small,False,Value,right,right,732.8311999881407,Correct
19,22,5,B,76.60218837865422,49.31087396418604,3.830109418932711,0.7745733969398952,B,814.4642999977805,Correct,2,3,big,small,False,Size,left,right,525.5542999948375,Incorrect
19,22,6,A,39.7237060125405,60.114154773929435,1.986185300627025,0.9442709350726824,A,1167.410000009113,Correct,2,5,big,small,False,Value,right,right,972.7866999892285,Correct
19,22,7,B,61.78609973257623,47.28565078341203,3.089304986628812,0.7427612656068985,B,1749.8429999977816,Correct,6,2,small,big,False,Size,right,right,965.8185000007506,Correct
19,22,8,B,83.01265726757416,60.96503176168787,4.150632863378707,0.957636479541935,B,1095.9958000021288,Correct,4,8,big,small,False,Value,right,right,836.2495000037597,Correct
19,22,9,A,29.749095079015785,50.98756904899847,1.4874547539507892,0.8009108617436796,A,1390.304600005038,Correct,5,6,big,small,False,Size,left,left,402.374699988286,Correct
19,22,10,B,65.63481272232941,42.87721234663365,3.2817406361164707,0.6735136765729692,B,722.1238999918569,Correct,5,6,big,small,False,Value,right,right,566.6412999999011,Correct
19,22,11,B,31.153960620918323,13.3596398033141,1.557698031045916,0.2098527313034868,B,620.9538999974029,Correct,2,6,big,small,False,Value,right,right,568.311499999254,Correct
19,22,12,A,50.57305283440088,60.077547188704685,2.528652641720044,0.9436959044686438,A,1166.9879999972181,Correct,6,7,big,small,False,Size,left,right,779.1043999895919,Incorrect
19,22,13,A,35.536969311797606,52.15069657194084,1.7768484655898802,0.8191812261499987,A,849.0086999954656,Correct,3,4,big,small,False,Size,left,left,956.9086999981664,Correct
19,22,14,B,62.959146831791486,47.54997425816995,3.1479573415895743,0.7469132490392524,B,911.4160000026459,Correct,3,6,big,small,False,Size,left,left,1422.2900000022491,Correct
19,22,15,B,49.330236595580104,31.591441998922868,2.466511829779005,0.49623721050062064,B,656.0621999960858,Correct,3,2,small,big,False,Size,right,right,375.6706000131089,Correct
19,22,16,A,45.50708074360688,52.52523789202961,2.275354037180344,0.8250645074482822,A,1832.728599998518,Correct,7,6,small,big,False,Size,right,right,622.8880999988178,Correct
19,22,17,B,40.546127909569634,21.798538926187103,2.027306395478482,0.3424106487475027,B,649.595800001407,Correct,5,7,big,small,False,Value,right,right,935.0061000004644,Correct
19,22,18,A,26.284849414078728,42.228281304726956,1.3142424707039364,0.6633202916032671,A,681.8825999944238,Correct,2,3,small,big,True,Value,right,right,708.8806000101613,Correct
19,22,19,B,53.666149293585214,30.70171159459805,2.683307464679261,0.48226135799110903,B,573.355000000447,Correct,5,2,small,big,False,Value,left,left,1011.8328999960795,Correct
19,22,20,B,54.42489100648397,25.88825558831951,2.7212445503241987,0.4066517678525974,B,623.8098000030732,Correct,6,2,small,big,False,Size,right,left,670.6543999898713,Incorrect
19,22,21,A,30.535773091454367,44.68949716174873,1.5267886545727183,0.7019809798798587,A,611.7727000091691,Correct,2,3,big,small,False,Value,right,right,1134.8423000017647,Correct
19,22,22,A,66.72022313931896,88.06788215947363,3.336011156965948,1.3833670580470696,A,817.798899995978,Correct,2,7,big,small,False,Value,right,right,785.2644999948097,Correct
19,22,23,B,50.40513213425881,26.52567631566133,2.52025660671294,0.416664349223912,B,1036.4917999977479,Correct,8,3,small,big,False,Value,left,left,859.0709999989485,Correct
19,22,24,A,31.32651749782545,42.26217606586098,1.5663258748912725,0.6638527092661362,B,936.8505000020377,Incorrect,5,2,small,big,False,Value,left,left,549.9481000006199,Correct
19,22,25,B,42.815206812000945,28.233988661199877,2.1407603406000475,0.4434984567978153,B,766.7899999942165,Correct,8,2,small,big,False,Value,left,left,493.6028000083752,Correct
19,22,26,B,54.18796309469539,46.203749896955486,2.7093981547347696,0.7257668062228776,B,695.8065999933751,Correct,8,2,small,big,False,Value,left,left,556.2918999930844,Correct
19,22,27,B,85.7020333315965,67.74675542456059,4.285101666579825,1.06416354573172,B,570.6006999971578,Correct,5,2,small,big,False,Value,left,left,616.6100999980699,Correct
19,22,28,A,60.41005685347889,75.40667472722527,3.0205028426739444,1.18448527677343,A,1852.0244999963325,Correct,4,7,big,small,False,Value,right,right,701.0137000033865,Correct
19,22,29,A,14.95763667330267,42.16518225197349,0.7478818336651335,0.6623291340003733,A,515.1762000023155,Correct,5,6,big,small,False,Size,left,right,652.2896999958903,Incorrect
19,22,30,B,38.454593093486935,12.522606770527435,1.9227296546743469,0.19670464717041397,B,522.5043999962509,Correct,4,8,big,small,False,Value,right,right,787.4463999905856,Correct
